date,time,combined_date,SolarRadiation,Precipitation,HCAirTemperatureOp1,HCAirTemperatureOp2,HCAirTemperatureOp3
22/05/2016,19:00:00,22/05/2016 19:00,36,0,21,20.8,21.3
22/05/2016,20:00:00,22/05/2016 20:00,3,0,19.9,18.9,20.7
22/05/2016,21:00:00,22/05/2016 21:00,0,0,17.6,16.1,18.8
22/05/2016,22:00:00,22/05/2016 22:00,0,0,15.2,14.6,16
22/05/2016,23:00:00,22/05/2016 23:00,0,0,14.2,13.7,14.5
23/05/2016,00:00:00,23/05/2016 00:00,0,0,13.5,13.2,14.1
23/05/2016,01:00:00,23/05/2016 01:00,0,0,13.8,13.4,14.1
23/05/2016,02:00:00,23/05/2016 02:00,0,0,12.9,12.4,14.1
23/05/2016,03:00:00,23/05/2016 03:00,0,0,12.3,12.1,12.5
23/05/2016,04:00:00,23/05/2016 04:00,0,0,11.9,11.7,12.3
23/05/2016,05:00:00,23/05/2016 05:00,16,0,12.3,12,12.8
23/05/2016,06:00:00,23/05/2016 06:00,103,0,14.6,13.1,16.1
23/05/2016,07:00:00,23/05/2016 07:00,267,0,17.5,16.4,18.7
23/05/2016,08:00:00,23/05/2016 08:00,445,0,19.8,18.8,21.2
23/05/2016,09:00:00,23/05/2016 09:00,605,0,21.9,21.3,22.8
23/05/2016,10:00:00,23/05/2016 10:00,691,0,23,22.3,23.6
23/05/2016,11:00:00,23/05/2016 11:00,574,0,23.2,22.5,24.2
23/05/2016,12:00:00,23/05/2016 12:00,532,0,23.4,22.7,24.5
23/05/2016,13:00:00,23/05/2016 13:00,755,0,24.3,23.4,25.1
23/05/2016,14:00:00,23/05/2016 14:00,217,0,21.4,19.9,24.1
23/05/2016,15:00:00,23/05/2016 15:00,204,0,21,20.1,21.5
23/05/2016,16:00:00,23/05/2016 16:00,195,0,21.3,20.8,21.9
23/05/2016,17:00:00,23/05/2016 17:00,203,0,20.1,19.1,21.3
23/05/2016,18:00:00,23/05/2016 18:00,127,0,20.1,19.6,20.6
23/05/2016,19:00:00,23/05/2016 19:00,96,0,19.6,18.9,20.4
23/05/2016,20:00:00,23/05/2016 20:00,0,0,17.3,16,18.6
23/05/2016,21:00:00,23/05/2016 21:00,0,0,15.7,14.9,16
23/05/2016,22:00:00,23/05/2016 22:00,0,0,14.8,13.8,15.4
23/05/2016,23:00:00,23/05/2016 23:00,0,0,14.3,13.7,15.2
24/05/2016,00:00:00,24/05/2016 00:00,0,0,13,12.6,13.4
24/05/2016,01:00:00,24/05/2016 01:00,0,0,11.8,11.3,12.4
24/05/2016,02:00:00,24/05/2016 02:00,0,0,11.3,11,11.8
24/05/2016,03:00:00,24/05/2016 03:00,0,0,11.4,11,11.8
24/05/2016,04:00:00,24/05/2016 04:00,0,0,11.8,11.3,12.1
24/05/2016,05:00:00,24/05/2016 05:00,20,0,11.9,11.5,12.5
24/05/2016,06:00:00,24/05/2016 06:00,117,0,13.8,12.5,15.3
24/05/2016,07:00:00,24/05/2016 07:00,282,0,17.2,15.9,18.3
24/05/2016,08:00:00,24/05/2016 08:00,464,0,19.7,17.6,20.9
24/05/2016,09:00:00,24/05/2016 09:00,621,0,21.4,20.8,22.6
24/05/2016,10:00:00,24/05/2016 10:00,754,0,22.6,22.1,23.2
24/05/2016,11:00:00,24/05/2016 11:00,866,0,23.7,23,24.5
24/05/2016,12:00:00,24/05/2016 12:00,852,0,24.4,23.7,25.1
24/05/2016,13:00:00,24/05/2016 13:00,662,0,24.5,23.7,25.8
24/05/2016,14:00:00,24/05/2016 14:00,879,0,25.6,24.9,25.9
24/05/2016,15:00:00,24/05/2016 15:00,245,0,23.1,21.9,25.2
24/05/2016,16:00:00,24/05/2016 16:00,215,0,21.9,21.2,22.8
24/05/2016,17:00:00,24/05/2016 17:00,181,0,23.1,22.4,24.3
24/05/2016,18:00:00,24/05/2016 18:00,102,0,22.3,22,23.1
24/05/2016,19:00:00,24/05/2016 19:00,30,0,20.6,19.5,22.1
24/05/2016,20:00:00,24/05/2016 20:00,0,0,18.4,17.5,19.3
24/05/2016,21:00:00,24/05/2016 21:00,0,0,16,14.6,17.3
24/05/2016,22:00:00,24/05/2016 22:00,0,0,13.8,13.3,14.5
24/05/2016,23:00:00,24/05/2016 23:00,0,0,12.7,12.3,13.7
25/05/2016,00:00:00,25/05/2016 00:00,0,0,12.9,12.3,13.4
25/05/2016,01:00:00,25/05/2016 01:00,0,0,12.4,12.3,12.7
25/05/2016,02:00:00,25/05/2016 02:00,0,0,12.9,12.6,13.4
25/05/2016,03:00:00,25/05/2016 03:00,0,0,13.3,13.2,13.4
25/05/2016,04:00:00,25/05/2016 04:00,0,0,12.8,12.6,12.9
25/05/2016,05:00:00,25/05/2016 05:00,14,0,13.3,13,14
25/05/2016,06:00:00,25/05/2016 06:00,57,0,14.2,13.9,14.8
25/05/2016,07:00:00,25/05/2016 07:00,175,0,16.2,14.8,17.4
25/05/2016,08:00:00,25/05/2016 08:00,316,0,18.2,17.2,19.2
25/05/2016,09:00:00,25/05/2016 09:00,385,0,20.2,19.5,21.4
25/05/2016,10:00:00,25/05/2016 10:00,638,0,22.1,21.5,22.8
25/05/2016,11:00:00,25/05/2016 11:00,766,0,23.4,23,24
25/05/2016,12:00:00,25/05/2016 12:00,944,0,24.6,23.4,25.9
25/05/2016,13:00:00,25/05/2016 13:00,687,0,24.7,24.1,25.5
25/05/2016,14:00:00,25/05/2016 14:00,407,0,23.8,21.6,25.6
25/05/2016,15:00:00,25/05/2016 15:00,371,0,21.5,20.7,22.1
25/05/2016,16:00:00,25/05/2016 16:00,18,15,17.5,15.2,20.5
25/05/2016,17:00:00,25/05/2016 17:00,27,2.8,15.4,14.9,15.8
25/05/2016,18:00:00,25/05/2016 18:00,37,0,15.6,15.4,15.8
25/05/2016,19:00:00,25/05/2016 19:00,20,0,15.9,15.6,16.2
25/05/2016,20:00:00,25/05/2016 20:00,0,0,15.3,14.9,15.6
25/05/2016,21:00:00,25/05/2016 21:00,0,0,14.7,14.4,15
25/05/2016,22:00:00,25/05/2016 22:00,0,0,14.2,13.7,14.4
25/05/2016,23:00:00,25/05/2016 23:00,0,0,13.7,13.5,13.8
26/05/2016,00:00:00,26/05/2016 00:00,0,0.2,13.8,13.6,14.1
26/05/2016,01:00:00,26/05/2016 01:00,0,0.2,14.3,14.1,14.5
26/05/2016,02:00:00,26/05/2016 02:00,0,1.8,14.7,14.5,14.8
26/05/2016,03:00:00,26/05/2016 03:00,0,0.6,14.8,14.7,14.9
26/05/2016,04:00:00,26/05/2016 04:00,0,0.2,14.7,14.4,14.8
26/05/2016,05:00:00,26/05/2016 05:00,0,0,14.5,14.4,14.6
26/05/2016,06:00:00,26/05/2016 06:00,16,0,14.6,14.4,14.9
26/05/2016,07:00:00,26/05/2016 07:00,33,0,15.1,14.9,15.3
26/05/2016,08:00:00,26/05/2016 08:00,60,1.2,14.7,14.6,14.9
26/05/2016,09:00:00,26/05/2016 09:00,61,1.6,14.6,14.5,14.7
26/05/2016,10:00:00,26/05/2016 10:00,114,1.2,15.1,14.8,15.6
26/05/2016,11:00:00,26/05/2016 11:00,162,1.8,15.6,15.4,15.7
26/05/2016,12:00:00,26/05/2016 12:00,205,1.4,16.1,15.5,16.4
26/05/2016,13:00:00,26/05/2016 13:00,325,0,16.9,16.2,17.4
26/05/2016,14:00:00,26/05/2016 14:00,478,0,18.1,17.4,18.7
26/05/2016,15:00:00,26/05/2016 15:00,470,0,18.7,18.3,19.3
26/05/2016,16:00:00,26/05/2016 16:00,308,0,19,18.4,19.8
26/05/2016,17:00:00,26/05/2016 17:00,127,0,19.5,18.9,19.9
26/05/2016,18:00:00,26/05/2016 18:00,108,0,18.1,17.7,19.1
26/05/2016,19:00:00,26/05/2016 19:00,45,0,17.8,17.1,18.5
26/05/2016,20:00:00,26/05/2016 20:00,0,0,16.5,16.1,17
26/05/2016,21:00:00,26/05/2016 21:00,0,0,15.4,15,15.9
26/05/2016,22:00:00,26/05/2016 22:00,0,0,15,14.9,15.2
26/05/2016,23:00:00,26/05/2016 23:00,0,0,14.7,14.5,14.9
27/05/2016,00:00:00,27/05/2016 00:00,0,0,14.6,14.4,14.7
27/05/2016,01:00:00,27/05/2016 01:00,0,0,14.7,14.7,14.8
27/05/2016,02:00:00,27/05/2016 02:00,0,0,14.4,13.9,14.8
27/05/2016,03:00:00,27/05/2016 03:00,0,0,13.5,13.3,13.7
27/05/2016,04:00:00,27/05/2016 04:00,0,0,13.1,12.7,13.4
27/05/2016,05:00:00,27/05/2016 05:00,1,0,13.8,13.2,14.2
27/05/2016,06:00:00,27/05/2016 06:00,51,0,14.7,14.2,15.3
27/05/2016,07:00:00,27/05/2016 07:00,190,0,15.9,15,17.2
27/05/2016,08:00:00,27/05/2016 08:00,461,0,18.7,17.3,20.3
27/05/2016,09:00:00,27/05/2016 09:00,478,0,19.8,18.5,21.8
27/05/2016,10:00:00,27/05/2016 10:00,665,0,21.6,20.5,22.9
27/05/2016,11:00:00,27/05/2016 11:00,484,0,21.8,20.3,23.4
27/05/2016,12:00:00,27/05/2016 12:00,364,0,21.7,21,23.3
27/05/2016,13:00:00,27/05/2016 13:00,756,0,23.5,22.5,24.9
27/05/2016,14:00:00,27/05/2016 14:00,742,0,23.7,22.4,24.7
27/05/2016,15:00:00,27/05/2016 15:00,704,0,23.9,23.1,24.5
27/05/2016,16:00:00,27/05/2016 16:00,283,0,23.5,22.9,24.4
27/05/2016,17:00:00,27/05/2016 17:00,208,0,23.2,22.4,23.9
27/05/2016,18:00:00,27/05/2016 18:00,86,0,21.1,20.4,21.9
27/05/2016,19:00:00,27/05/2016 19:00,42,0,19.7,18.9,20.3
27/05/2016,20:00:00,27/05/2016 20:00,0,0,18.2,17.7,18.7
27/05/2016,21:00:00,27/05/2016 21:00,0,0,17.2,16.9,17.6
27/05/2016,22:00:00,27/05/2016 22:00,0,0,16.6,16.5,16.9
27/05/2016,23:00:00,27/05/2016 23:00,0,0,16.3,16.1,16.4
28/05/2016,00:00:00,28/05/2016 00:00,0,0,15.8,15.3,16.1
28/05/2016,01:00:00,28/05/2016 01:00,0,0,15.3,15.3,15.5
28/05/2016,02:00:00,28/05/2016 02:00,0,0,15.1,15,15.1
28/05/2016,03:00:00,28/05/2016 03:00,0,0,14.7,14.6,14.9
28/05/2016,04:00:00,28/05/2016 04:00,0,0,14.6,14.5,14.7
28/05/2016,05:00:00,28/05/2016 05:00,0,0,14.7,14.4,15.1
28/05/2016,06:00:00,28/05/2016 06:00,22,0,15.2,15.1,15.4
28/05/2016,07:00:00,28/05/2016 07:00,36,0,15.7,15.5,16.1
28/05/2016,08:00:00,28/05/2016 08:00,33,0.6,16.5,16.2,16.8
28/05/2016,09:00:00,28/05/2016 09:00,60,0.6,16.5,16.3,16.7
28/05/2016,10:00:00,28/05/2016 10:00,257,0.4,17.7,16.7,19.2
28/05/2016,11:00:00,28/05/2016 11:00,541,0,20.2,19.4,21.4
28/05/2016,12:00:00,28/05/2016 12:00,448,0,19.9,19.7,20.1
28/05/2016,13:00:00,28/05/2016 13:00,609,0,21.1,20,22.5
28/05/2016,14:00:00,28/05/2016 14:00,562,0,21.6,21,22.3
28/05/2016,15:00:00,28/05/2016 15:00,707,0,22.8,22.5,23.5
28/05/2016,16:00:00,28/05/2016 16:00,337,0,23.2,22,24.1
28/05/2016,17:00:00,28/05/2016 17:00,81,0,22.9,22.5,23.5
28/05/2016,18:00:00,28/05/2016 18:00,130,0,22.5,21.8,23.2
28/05/2016,19:00:00,28/05/2016 19:00,72,0,21,20.2,21.7
28/05/2016,20:00:00,28/05/2016 20:00,1,0,18.6,17.7,19.9
28/05/2016,21:00:00,28/05/2016 21:00,0,0,17,16.5,17.6
28/05/2016,22:00:00,28/05/2016 22:00,0,0,16,15.2,16.4
28/05/2016,23:00:00,28/05/2016 23:00,0,0,14.7,14.3,15
29/05/2016,00:00:00,29/05/2016 00:00,0,0,14.8,14.6,15
29/05/2016,01:00:00,29/05/2016 01:00,0,0,14.7,14.4,14.9
29/05/2016,02:00:00,29/05/2016 02:00,0,0,14.3,13.9,14.7
29/05/2016,03:00:00,29/05/2016 03:00,0,0,13.9,13.7,14
29/05/2016,04:00:00,29/05/2016 04:00,0,0,13.9,13.6,14.4
29/05/2016,05:00:00,29/05/2016 05:00,16,0.2,14.1,14,14.4
29/05/2016,06:00:00,29/05/2016 06:00,95,0,15.6,14.6,16.9
29/05/2016,07:00:00,29/05/2016 07:00,265,0,18.4,17.2,19.4
29/05/2016,08:00:00,29/05/2016 08:00,451,0,20.7,19.5,21.9
29/05/2016,09:00:00,29/05/2016 09:00,575,0,23,21.9,24.2
29/05/2016,10:00:00,29/05/2016 10:00,698,0,25,24.6,25.5
29/05/2016,11:00:00,29/05/2016 11:00,618,0,25.2,24.6,26.2
29/05/2016,12:00:00,29/05/2016 12:00,347,2.6,23.4,22,24.6
29/05/2016,13:00:00,29/05/2016 13:00,694,0,23,22,23.7
29/05/2016,14:00:00,29/05/2016 14:00,595,0,24,23.5,24.8
29/05/2016,15:00:00,29/05/2016 15:00,297,6.4,21.8,18.9,25
29/05/2016,16:00:00,29/05/2016 16:00,331,0,20.6,20.3,21
29/05/2016,17:00:00,29/05/2016 17:00,174,0,21.6,21,22.2
29/05/2016,18:00:00,29/05/2016 18:00,93,0,22,21.7,22.6
29/05/2016,19:00:00,29/05/2016 19:00,65,0,21.6,21.1,21.9
29/05/2016,20:00:00,29/05/2016 20:00,5,0,20.5,20.2,20.9
29/05/2016,21:00:00,29/05/2016 21:00,0,0,20,19.6,20.2
29/05/2016,22:00:00,29/05/2016 22:00,0,0.6,19,18.4,19.7
29/05/2016,23:00:00,29/05/2016 23:00,0,0.2,18.2,18,18.4
30/05/2016,00:00:00,30/05/2016 00:00,0,0,17.9,17.8,18.1
30/05/2016,01:00:00,30/05/2016 01:00,0,0,17.5,17.2,17.8
30/05/2016,02:00:00,30/05/2016 02:00,0,0,17.4,17.2,17.4
30/05/2016,03:00:00,30/05/2016 03:00,0,0,17.1,17,17.3
30/05/2016,04:00:00,30/05/2016 04:00,0,0,16.7,16.5,16.9
30/05/2016,05:00:00,30/05/2016 05:00,0,0,16.2,15.8,16.5
30/05/2016,06:00:00,30/05/2016 06:00,44,0,16.6,16.1,16.9
30/05/2016,07:00:00,30/05/2016 07:00,125,0,16.9,16.7,17.2
30/05/2016,08:00:00,30/05/2016 08:00,214,0,17.6,17.1,18.1
30/05/2016,09:00:00,30/05/2016 09:00,293,0,19.4,18.2,20.1
30/05/2016,10:00:00,30/05/2016 10:00,405,0,20.6,19.9,21
30/05/2016,11:00:00,30/05/2016 11:00,642,0,22.8,21.2,24.2
30/05/2016,12:00:00,30/05/2016 12:00,843,0,24.7,22.2,26.1
30/05/2016,13:00:00,30/05/2016 13:00,709,0,24.6,23.9,25.5
30/05/2016,14:00:00,30/05/2016 14:00,314,0.4,23.5,18.8,25.2
30/05/2016,15:00:00,30/05/2016 15:00,60,6.6,18.2,17.5,19
30/05/2016,16:00:00,30/05/2016 16:00,148,0.2,19.7,18.9,20.1
30/05/2016,17:00:00,30/05/2016 17:00,93,0,21.6,20.2,23.1
30/05/2016,18:00:00,30/05/2016 18:00,158,0,22.4,21.7,23.2
30/05/2016,19:00:00,30/05/2016 19:00,49,0,21.8,21,22.6
30/05/2016,20:00:00,30/05/2016 20:00,0,0,20.5,20.2,20.9
30/05/2016,21:00:00,30/05/2016 21:00,0,0,20,19.7,20.2
30/05/2016,22:00:00,30/05/2016 22:00,0,0,19.1,18.8,19.7
30/05/2016,23:00:00,30/05/2016 23:00,0,0,18.6,18.4,18.8
31/05/2016,00:00:00,31/05/2016 00:00,0,0,18.1,17.8,18.4
31/05/2016,01:00:00,31/05/2016 01:00,0,0,17.5,17.2,17.9
31/05/2016,02:00:00,31/05/2016 02:00,0,0,16.8,16.4,17.1
31/05/2016,03:00:00,31/05/2016 03:00,0,0,16.4,16,16.8
31/05/2016,04:00:00,31/05/2016 04:00,0,0,15.8,15.6,16.1
31/05/2016,05:00:00,31/05/2016 05:00,12,0.2,15.8,15.4,16.3
31/05/2016,06:00:00,31/05/2016 06:00,92,0,17.3,16.4,18.1
31/05/2016,07:00:00,31/05/2016 07:00,273,0,19.3,18.5,20.8
31/05/2016,08:00:00,31/05/2016 08:00,236,0,20.9,20.7,21.2
31/05/2016,09:00:00,31/05/2016 09:00,242,0,21.3,20.9,21.8
31/05/2016,10:00:00,31/05/2016 10:00,632,0,22.4,21.9,23.1
31/05/2016,11:00:00,31/05/2016 11:00,678,0,23,22,23.9
31/05/2016,12:00:00,31/05/2016 12:00,770,0,23.9,21.8,25.4
31/05/2016,13:00:00,31/05/2016 13:00,832,0,25.8,25.1,26.4
31/05/2016,14:00:00,31/05/2016 14:00,683,0,26.7,25.6,27.4
31/05/2016,15:00:00,31/05/2016 15:00,585,0,26.9,26.1,27.7
31/05/2016,16:00:00,31/05/2016 16:00,139,0,24.4,21.5,25.9
31/05/2016,17:00:00,31/05/2016 17:00,159,0,22.3,21.2,23.9
31/05/2016,18:00:00,31/05/2016 18:00,40,0,23.5,22.7,24
31/05/2016,19:00:00,31/05/2016 19:00,0,0,21.9,21.4,22.5
31/05/2016,20:00:00,31/05/2016 20:00,0,0,20.8,20.3,21.3
31/05/2016,21:00:00,31/05/2016 21:00,0,0,20.1,19.5,20.5
31/05/2016,22:00:00,31/05/2016 22:00,0,0,19.1,19,19.5
31/05/2016,23:00:00,31/05/2016 23:00,0,0,18.9,18.8,19
