date,time,combined_date,SolarRadiation,Precipitation,HCAirTemperatureOp1,HCAirTemperatureOp2,HCAirTemperatureOp3
01/05/2016,00:00:00,01/05/2016 00:00,0,0,12.2,11.8,12.5
01/05/2016,01:00:00,01/05/2016 01:00,0,0,12.3,11.7,12.9
01/05/2016,02:00:00,01/05/2016 02:00,0,0,11,10.1,11.7
01/05/2016,03:00:00,01/05/2016 03:00,0,0,9.7,9.3,10
01/05/2016,04:00:00,01/05/2016 04:00,0,0,9.3,9,9.8
01/05/2016,05:00:00,01/05/2016 05:00,0,0,8.9,8.6,9.3
01/05/2016,06:00:00,01/05/2016 06:00,63,0,10.1,9.3,11
01/05/2016,07:00:00,01/05/2016 07:00,210,0,11.9,10.9,13
01/05/2016,08:00:00,01/05/2016 08:00,398,0,14.2,13.4,15.1
01/05/2016,09:00:00,01/05/2016 09:00,568,0,15.9,15.1,16.6
01/05/2016,10:00:00,01/05/2016 10:00,673,0,17.4,16.7,17.9
01/05/2016,11:00:00,01/05/2016 11:00,757,0,18.3,17.4,19.4
01/05/2016,12:00:00,01/05/2016 12:00,731,0,19,18.3,20.3
01/05/2016,13:00:00,01/05/2016 13:00,514,0,19.4,18.4,20.8
01/05/2016,14:00:00,01/05/2016 14:00,594,0,19.6,18.8,20.7
01/05/2016,15:00:00,01/05/2016 15:00,508,0,19.7,18.8,20.4
01/05/2016,16:00:00,01/05/2016 16:00,201,0,19.8,18.8,20.8
01/05/2016,17:00:00,01/05/2016 17:00,116,0,19.6,19,20
01/05/2016,18:00:00,01/05/2016 18:00,63,0,18.7,18.2,19.2
01/05/2016,19:00:00,01/05/2016 19:00,22,0,17.2,15.8,18
01/05/2016,20:00:00,01/05/2016 20:00,0,0,14.9,14.1,15.7
01/05/2016,21:00:00,01/05/2016 21:00,0,0,12.9,12.1,14
01/05/2016,22:00:00,01/05/2016 22:00,0,0,11.4,10.7,12.2
01/05/2016,23:00:00,01/05/2016 23:00,0,0,10.5,9.7,11.3
02/05/2016,00:00:00,02/05/2016 00:00,0,0,10.8,9.9,11.3
02/05/2016,01:00:00,02/05/2016 01:00,0,0,10.4,10.1,10.7
02/05/2016,02:00:00,02/05/2016 02:00,0,0,10.2,9.9,10.5
02/05/2016,03:00:00,02/05/2016 03:00,0,0,9.8,9.5,10.3
02/05/2016,04:00:00,02/05/2016 04:00,0,0,9.1,8.4,10
02/05/2016,05:00:00,02/05/2016 05:00,0,0,8.9,8.3,9.3
02/05/2016,06:00:00,02/05/2016 06:00,64,0,10.6,9.5,11.5
02/05/2016,07:00:00,02/05/2016 07:00,214,0,12.7,11.8,13.6
02/05/2016,08:00:00,02/05/2016 08:00,404,0,15.2,13.8,16.5
02/05/2016,09:00:00,02/05/2016 09:00,574,0,17.5,16.5,18.5
02/05/2016,10:00:00,02/05/2016 10:00,735,0,18.7,18.1,19.2
02/05/2016,11:00:00,02/05/2016 11:00,826,0,19.5,19.1,20.2
02/05/2016,12:00:00,02/05/2016 12:00,795,0,19.8,19.3,20.5
02/05/2016,13:00:00,02/05/2016 13:00,784,0,20.4,19.9,21
02/05/2016,14:00:00,02/05/2016 14:00,805,0,20.8,20.2,21.4
02/05/2016,15:00:00,02/05/2016 15:00,652,0,21,20.4,21.6
02/05/2016,16:00:00,02/05/2016 16:00,148,0,20.6,19.9,21.1
02/05/2016,17:00:00,02/05/2016 17:00,62,0,20.2,19.4,20.8
02/05/2016,18:00:00,02/05/2016 18:00,64,0,19,18.3,19.6
02/05/2016,19:00:00,02/05/2016 19:00,13,0,16.5,15.1,18.1
02/05/2016,20:00:00,02/05/2016 20:00,0,0,14.3,13.5,15.1
02/05/2016,21:00:00,02/05/2016 21:00,0,0,12.8,12.3,13.5
02/05/2016,22:00:00,02/05/2016 22:00,0,0,11.3,10.4,12.1
02/05/2016,23:00:00,02/05/2016 23:00,0,0,9.8,9.4,10.4
03/05/2016,00:00:00,03/05/2016 00:00,0,0,8.8,8,9.9
03/05/2016,01:00:00,03/05/2016 01:00,0,0,8,7.2,8.4
03/05/2016,02:00:00,03/05/2016 02:00,0,0,7.5,7.2,8.1
03/05/2016,03:00:00,03/05/2016 03:00,0,0,7,6.7,7.3
03/05/2016,04:00:00,03/05/2016 04:00,0,0,7.2,6.8,7.4
03/05/2016,05:00:00,03/05/2016 05:00,11,0,7.3,6.8,8.4
03/05/2016,06:00:00,03/05/2016 06:00,101,0,9.6,8.6,10.5
03/05/2016,07:00:00,03/05/2016 07:00,230,0,12.3,10.5,14
03/05/2016,08:00:00,03/05/2016 08:00,274,0,14.7,13.9,15.5
03/05/2016,09:00:00,03/05/2016 09:00,535,0,17.3,16,18.7
03/05/2016,10:00:00,03/05/2016 10:00,681,0,19.2,18.3,19.9
03/05/2016,11:00:00,03/05/2016 11:00,729,0,20,19.4,20.8
03/05/2016,12:00:00,03/05/2016 12:00,819,0,20.8,20.4,21.3
03/05/2016,13:00:00,03/05/2016 13:00,765,0,21.2,20.6,21.9
03/05/2016,14:00:00,03/05/2016 14:00,584,0,21,20.6,21.4
03/05/2016,15:00:00,03/05/2016 15:00,442,0,20.8,20.2,21.3
03/05/2016,16:00:00,03/05/2016 16:00,259,0,20.3,20.1,20.6
03/05/2016,17:00:00,03/05/2016 17:00,163,0,19.6,19.2,19.9
03/05/2016,18:00:00,03/05/2016 18:00,89,0,18.7,18.3,19
03/05/2016,19:00:00,03/05/2016 19:00,20,0,17.4,16.6,18.2
03/05/2016,20:00:00,03/05/2016 20:00,0,0,15.6,15,16.6
03/05/2016,21:00:00,03/05/2016 21:00,0,0,14.4,13.7,15.1
03/05/2016,22:00:00,03/05/2016 22:00,0,0,13.9,13.6,14.1
03/05/2016,23:00:00,03/05/2016 23:00,0,0,13.4,13.2,13.7
04/05/2016,00:00:00,04/05/2016 00:00,0,0,13,12.8,13.3
04/05/2016,01:00:00,04/05/2016 01:00,0,0,12.5,12.2,12.8
04/05/2016,02:00:00,04/05/2016 02:00,0,0,11.8,11.7,12
04/05/2016,03:00:00,04/05/2016 03:00,0,0,11.7,11.6,11.8
04/05/2016,04:00:00,04/05/2016 04:00,0,0,11.6,11.5,11.8
04/05/2016,05:00:00,04/05/2016 05:00,0,0,11.2,11,11.5
04/05/2016,06:00:00,04/05/2016 06:00,36,0,11.3,11.1,11.6
04/05/2016,07:00:00,04/05/2016 07:00,76,0,11.9,11.7,12.2
04/05/2016,08:00:00,04/05/2016 08:00,147,0,12.8,12.3,13.8
04/05/2016,09:00:00,04/05/2016 09:00,293,0,14.7,14,15.4
04/05/2016,10:00:00,04/05/2016 10:00,336,0,15.6,15.2,15.9
04/05/2016,11:00:00,04/05/2016 11:00,289,0,15.9,15.6,16.2
04/05/2016,12:00:00,04/05/2016 12:00,314,0.2,16.1,15.7,16.7
04/05/2016,13:00:00,04/05/2016 13:00,379,0,17.1,16.8,17.5
04/05/2016,14:00:00,04/05/2016 14:00,337,0,17.5,17.1,18.1
04/05/2016,15:00:00,04/05/2016 15:00,231,0,17.4,17.3,17.7
04/05/2016,16:00:00,04/05/2016 16:00,76,0,16.9,16.6,17.3
04/05/2016,17:00:00,04/05/2016 17:00,52,0,16,15.2,16.5
04/05/2016,18:00:00,04/05/2016 18:00,22,0,16.5,16.2,16.7
04/05/2016,19:00:00,04/05/2016 19:00,0,0,15.3,13.7,16.3
04/05/2016,20:00:00,04/05/2016 20:00,0,0,13,12.3,13.6
04/05/2016,21:00:00,04/05/2016 21:00,0,0,12.4,12.4,12.5
04/05/2016,22:00:00,04/05/2016 22:00,0,0,12.5,12.3,12.8
04/05/2016,23:00:00,04/05/2016 23:00,0,0,12.7,12.5,12.8
05/05/2016,00:00:00,05/05/2016 00:00,0,0,12.3,12,12.6
05/05/2016,01:00:00,05/05/2016 01:00,0,0.2,12.2,12.1,12.3
05/05/2016,02:00:00,05/05/2016 02:00,0,0.2,12,11.8,12.2
05/05/2016,03:00:00,05/05/2016 03:00,0,0.4,11.9,11.6,12.3
05/05/2016,04:00:00,05/05/2016 04:00,0,0.8,11.6,11.4,11.8
05/05/2016,05:00:00,05/05/2016 05:00,0,0.6,11.5,11.2,11.9
05/05/2016,06:00:00,05/05/2016 06:00,4,0.4,11.4,11.2,11.7
05/05/2016,07:00:00,05/05/2016 07:00,46,0.2,11.9,11.7,12.1
05/05/2016,08:00:00,05/05/2016 08:00,61,1,12.2,12.1,12.4
05/05/2016,09:00:00,05/05/2016 09:00,76,1.8,12.3,12.1,12.6
05/05/2016,10:00:00,05/05/2016 10:00,134,1,12.6,12.3,12.8
05/05/2016,11:00:00,05/05/2016 11:00,211,0.8,13.4,12.8,13.9
05/05/2016,12:00:00,05/05/2016 12:00,215,0.6,14.3,13.6,14.9
05/05/2016,13:00:00,05/05/2016 13:00,209,0.6,14.7,14.1,15.7
05/05/2016,14:00:00,05/05/2016 14:00,405,0,16.7,15.7,17.4
05/05/2016,15:00:00,05/05/2016 15:00,235,0.2,15.1,13,17.6
05/05/2016,16:00:00,05/05/2016 16:00,134,0,13.9,13.2,14.8
05/05/2016,17:00:00,05/05/2016 17:00,146,0,15.2,14.8,15.5
05/05/2016,18:00:00,05/05/2016 18:00,73,0,14.9,14.6,15.3
05/05/2016,19:00:00,05/05/2016 19:00,13,0,13.9,13.4,14.5
05/05/2016,20:00:00,05/05/2016 20:00,0,0,12.8,12.3,13.4
05/05/2016,21:00:00,05/05/2016 21:00,0,0,12.4,12.2,12.6
05/05/2016,22:00:00,05/05/2016 22:00,0,0,11.8,11.6,12.1
05/05/2016,23:00:00,05/05/2016 23:00,0,0,11.4,10.9,11.7
06/05/2016,00:00:00,06/05/2016 00:00,0,0,10.9,10.7,11.2
06/05/2016,01:00:00,06/05/2016 01:00,0,0,11.3,11.2,11.6
06/05/2016,02:00:00,06/05/2016 02:00,0,0,11.2,10.3,11.8
06/05/2016,03:00:00,06/05/2016 03:00,0,0,11.4,10.5,11.8
06/05/2016,04:00:00,06/05/2016 04:00,0,0,10.8,10.4,11.2
06/05/2016,05:00:00,06/05/2016 05:00,0,0,9.9,9.6,10.3
06/05/2016,06:00:00,06/05/2016 06:00,29,0,10.4,9.7,11.2
06/05/2016,07:00:00,06/05/2016 07:00,136,0,12.2,11.3,13.2
06/05/2016,08:00:00,06/05/2016 08:00,212,0,13.6,13.2,13.9
06/05/2016,09:00:00,06/05/2016 09:00,399,0,14.6,13.7,15.1
06/05/2016,10:00:00,06/05/2016 10:00,566,0,16.1,15.2,17.2
06/05/2016,11:00:00,06/05/2016 11:00,777,0,17.5,17.1,17.8
06/05/2016,12:00:00,06/05/2016 12:00,729,0,17.9,17.2,18.9
06/05/2016,13:00:00,06/05/2016 13:00,877,0,19.2,18.7,19.9
06/05/2016,14:00:00,06/05/2016 14:00,747,0,19.8,18.8,20.6
06/05/2016,15:00:00,06/05/2016 15:00,429,0,18.4,13.9,20.6
06/05/2016,16:00:00,06/05/2016 16:00,38,0.8,12,11.5,13.6
06/05/2016,17:00:00,06/05/2016 17:00,58,0.6,11.5,11.3,11.8
06/05/2016,18:00:00,06/05/2016 18:00,59,0,11.9,11.8,12.2
06/05/2016,19:00:00,06/05/2016 19:00,67,0,12.8,12.4,13.1
06/05/2016,20:00:00,06/05/2016 20:00,0,0,11.7,11,12.2
06/05/2016,21:00:00,06/05/2016 21:00,0,0,10.7,10.2,11.2
06/05/2016,22:00:00,06/05/2016 22:00,0,0,10.4,10.3,10.4
06/05/2016,23:00:00,06/05/2016 23:00,0,0,10.2,10,10.3
07/05/2016,00:00:00,07/05/2016 00:00,0,0,9.7,9,10.2
07/05/2016,01:00:00,07/05/2016 01:00,0,0,8.6,8.3,9
07/05/2016,02:00:00,07/05/2016 02:00,0,0,8.9,8.7,9.2
07/05/2016,03:00:00,07/05/2016 03:00,0,0,9.3,9.2,9.4
07/05/2016,04:00:00,07/05/2016 04:00,0,0,9.2,8.6,9.6
07/05/2016,05:00:00,07/05/2016 05:00,14,0,8.5,8.3,8.8
07/05/2016,06:00:00,07/05/2016 06:00,84,0,9.4,8.7,10.4
07/05/2016,07:00:00,07/05/2016 07:00,241,0,12.3,10.8,13.6
07/05/2016,08:00:00,07/05/2016 08:00,186,0,13.2,13,13.6
07/05/2016,09:00:00,07/05/2016 09:00,498,0,15.2,14,16.1
07/05/2016,10:00:00,07/05/2016 10:00,525,0,16.3,15.8,16.9
07/05/2016,11:00:00,07/05/2016 11:00,684,0,17.3,16.5,18.3
07/05/2016,12:00:00,07/05/2016 12:00,712,0,18.2,17.4,19.5
07/05/2016,13:00:00,07/05/2016 13:00,689,0,18.8,18,19.9
07/05/2016,14:00:00,07/05/2016 14:00,701,0,19.3,18.6,20.1
07/05/2016,15:00:00,07/05/2016 15:00,201,0,17.9,16.8,19
07/05/2016,16:00:00,07/05/2016 16:00,241,0,18.5,16.9,19.6
07/05/2016,17:00:00,07/05/2016 17:00,86,0,18.8,18.5,19.5
07/05/2016,18:00:00,07/05/2016 18:00,58,0,17.9,17.1,18.6
07/05/2016,19:00:00,07/05/2016 19:00,22,0,16.2,15.3,17
07/05/2016,20:00:00,07/05/2016 20:00,0,0,14.3,13.2,15.3
07/05/2016,21:00:00,07/05/2016 21:00,0,0,12.3,11.6,13
07/05/2016,22:00:00,07/05/2016 22:00,0,0,11.1,10.5,11.7
07/05/2016,23:00:00,07/05/2016 23:00,0,0,9.9,9.4,10.6
08/05/2016,00:00:00,08/05/2016 00:00,0,0,9.4,9,9.8
08/05/2016,01:00:00,08/05/2016 01:00,0,0,8.6,8,9.1
08/05/2016,02:00:00,08/05/2016 02:00,0,0,8,7.6,8.4
08/05/2016,03:00:00,08/05/2016 03:00,0,0,7.8,7.3,8.3
08/05/2016,04:00:00,08/05/2016 04:00,0,0,7,6.4,7.5
